id,observations,researchGrade,species,observers,lastObserved,topTaxa,source
ramasandra-kere,3,3,3,3,2023-08-03,Ceriagrion coromandelianum (Coromandel Marsh Dart);Eudocima materna (Dot-underwing Moth);Haliastur indus (Brahminy Kite),inaturalist-2026-09
ramasandra-kunte1,0,0,0,0,,,inaturalist-2026-09
ramasandra-kunte2,0,0,0,0,,,inaturalist-2026-09
ramasandra-lake-1,0,0,0,0,,,inaturalist-2026-09
ramaswamypalya-lake,0,0,0,0,,,inaturalist-2026-09
ramayyanapalya-kere,0,0,0,0,,,inaturalist-2026-09
ramdevanahalli-kere,0,0,0,0,,,inaturalist-2026-09
ramegowdanakere,0,0,0,0,,,inaturalist-2026-09
ramohalli-kere,8,8,5,1,2024-08-10,Trithemis aurora (Crimson Marsh Glider);Ariadne ariadne (Angled Castor);Brachythemis contaminata (Ditch Jewel);Hypolimnas bolina (Great Eggfly);Trithemis pallidinervis (Dancing Dropwing),inaturalist-2026-09
ramohalli-kunte-1,0,0,0,0,,,inaturalist-2026-09
ramohalli-kunte-10,0,0,0,0,,,inaturalist-2026-09
ramohalli-kunte-2,0,0,0,0,,,inaturalist-2026-09
ramohalli-kunte-3,0,0,0,0,,,inaturalist-2026-09
ramohalli-kunte-4,0,0,0,0,,,inaturalist-2026-09
ramohalli-kunte-6,0,0,0,0,,,inaturalist-2026-09
ramohalli-kunte-7,1,1,1,1,2022-08-15,Neptis hylas (Common Sailer),inaturalist-2026-09
ramohalli-kunte-8,0,0,0,0,,,inaturalist-2026-09
ramohalli-kunte-9,0,0,0,0,,,inaturalist-2026-09
rampalya-kere,0,0,0,0,,,inaturalist-2026-09
rampura-kere,4,4,3,2,2023-02-12,Oreochromis niloticus (Nile Tilapia);Ardea coromanda (Eastern Cattle-Egret);Phalacrocorax carbo (Great Cormorant),inaturalist-2026-09
rampura-kere-2,0,0,0,0,,,inaturalist-2026-09
rampura-lake,0,0,0,0,,,inaturalist-2026-09
rampura-lake-2,0,0,0,0,,,inaturalist-2026-09
ranchanamadu-kunte,0,0,0,0,,,inaturalist-2026-09
rayaradoddi-lake,260,205,136,26,2026-07-18,Anastomus oscitans (Asian Openbill);Tachybaptus ruficollis (Little Grebe);Phalacrocorax carbo (Great Cormorant);Fulica atra (Eurasian Coot);Haliastur indus (Brahminy Kite);Acrocephalus dumetorum (Blyth's Reed Warbler);Ardea coromanda (Eastern Cattle-Egret);Ardea purpurea (Purple Heron);Calotes versicolor (Indian Garden Lizard);Cinnyris asiaticus (Purple Sunbird),inaturalist-2026-09
rayarapalya-lake,0,0,0,0,,,inaturalist-2026-09
rayarapalya-lake-1,0,0,0,0,,,inaturalist-2026-09
rayasandra-kunte-1,0,0,0,0,,,inaturalist-2026-09
rayasandra-kunte-2,0,0,0,0,,,inaturalist-2026-09
rayasandra-kunte-3,0,0,0,0,,,inaturalist-2026-09
rayasandra-kunte-4,3,0,2,1,2025-09-22,Pselliophora laeta (Antlered Crane Fly);Stomorhina discolor,inaturalist-2026-09
rayasandra-lake-2,0,0,0,0,,,inaturalist-2026-09
rocherenvu,8,6,6,1,2026-03-22,Anhinga melanogaster (Oriental Darter);Chloropsis jerdoni (Jerdon's Leafbird);Milvus migrans (Black Kite);Nycticorax nycticorax (Black-crowned Night Heron);Tachybaptus ruficollis (Little Grebe);Ypthima huebneri (Common Four-ring),inaturalist-2026-09
s-golahalli-kere,0,0,0,0,,,inaturalist-2026-09
sadahalli-kere,1,0,0,1,2024-05-26,,inaturalist-2026-09
sadappanhalli-lake,0,0,0,0,,,inaturalist-2026-09
sadenahalli-lake,0,0,0,0,,,inaturalist-2026-09
sadenahalli-lake-2,0,0,0,0,,,inaturalist-2026-09
sadenahalli-lake-3,1,0,1,1,2020-10-18,Chrysocoris stollii (Lychee Shield Bug),inaturalist-2026-09
sakalavara-govt-kharabu-lake,4,1,2,2,2024-03-28,Ardea intermedia (Medium Egret);Canthium coromandelicum (coromandel boxwood),inaturalist-2026-09
sakalavara-kunte,0,0,0,0,,,inaturalist-2026-09
sakkare-gollahalli-lake,0,0,0,0,,,inaturalist-2026-09
salindradoddi-lake,14,8,10,4,2024-11-13,Crematogaster aberrans;Crematogaster contemta (Indian Orange Acrobat Ant);Danaus genutia (Common Tiger Butterfly);Euploea core (Common Crow);Euploea sylvester (Double-branded Crow Butterfly);Nephila pilipes (Giant Golden Orbweaver);Nymphaea rubra (Red water lily);Paratrechina longicornis (Longhorn Crazy Ant);Tirumala limniace (Blue Tiger);Tirumala septentrionis (Dark Blue Tiger),inaturalist-2026-09
sametanahali-lake,0,0,0,0,,,inaturalist-2026-09
sampangee-kunte,2,2,2,1,2023-07-28,Carrhotus viduus;Ricania fenestrata,inaturalist-2026-09
sampinge-kere,121,34,48,31,2026-06-06,Ardeola grayii (Indian Pond-Heron);Apis dorsata (Giant Honey Bee);Camponotus meghalayaensis;Cataulacus taprobanae;Columba livia (Rock Pigeon);Commelina diffusa (Scrambling Dayflower);Junonia iphita (Chocolate Pansy);Leucauge fastigata (Orange-and-black Pear Spider);Phlebiopsis crassa;Psilopogon viridis (White-cheeked Barbet),inaturalist-2026-09
sandekuppe-kere,140,120,85,5,2026-03-15,Amandava amandava (Red Avadavat);Lonchura punctulata (Scaly-breasted Munia);Vanellus indicus (Red-wattled Lapwing);Ardea cinerea (Grey Heron);Euodice malabarica (Indian Silverbill);Dicrurus macrocercus (Black Drongo);Elanus caeruleus (Black-winged Kite);Haliastur indus (Brahminy Kite);Junonia atlites (Grey Pansy);Lonchura malacca (Tricolored Munia),inaturalist-2026-09
saneguruvanahalli-kunte1,0,0,0,0,,,inaturalist-2026-09
saneguruvanahalli-kunte2,0,0,0,0,,,inaturalist-2026-09
saneguruvanahalli-kunte3,0,0,0,0,,,inaturalist-2026-09
saneguruvanahalli-lake-1,0,0,0,0,,,inaturalist-2026-09
saneguruvanahalli-lake-1-2,0,0,0,0,,,inaturalist-2026-09
saneguruvanahalli-lake-2,0,0,0,0,,,inaturalist-2026-09
saneguruvanahalli-lake-2-2,0,0,0,0,,,inaturalist-2026-09
sankey-tank,662,357,148,93,2026-09-06,Phalacrocorax carbo (Great Cormorant);Anas platyrhynchos (Mallard);Trachemys scripta (Pond Slider);Haliastur indus (Brahminy Kite);Halcyon smyrnensis (White-throated Kingfisher);Microcarbo niger (Little Cormorant);Anas poecilorhyncha (Indian Spot-billed Duck);Ardea cinerea (Grey Heron);Brachythemis contaminata (Ditch Jewel);Egretta garzetta (Little Egret),inaturalist-2026-09
sarakki-kunte1,3,0,2,1,2025-10-18,Argiope anasuja (Signature Spider);Oriens goloides (Smaller Dartlet),inaturalist-2026-09
sarakki-kunte2,93,38,47,18,2026-06-29,Catopsilia pomona (Lemon Migrant);Euploea core (Common Crow);Luthrodes pandava (Plains Cupid);Coprinellus disseminatus (Trooping Crumble Cap);Danaus genutia (Common Tiger Butterfly);Graphium doson (Common Jay);Oecophylla smaragdina (Asian Weaver Ant);Papilio demoleus (Lime Swallowtail);Ariophanta exilis (Two-Striated Ariophanta);Bactrocera dorsalis (Oriental Fruit Fly),inaturalist-2026-09
sarakki-kunte3,0,0,0,0,,,inaturalist-2026-09
sarakki-lake,362,141,94,54,2026-08-22,Ardea cinerea (Grey Heron);Pavo cristatus (Indian Peafowl);Ardeola grayii (Indian Pond-Heron);Haliastur indus (Brahminy Kite);Neolamarckia cadamba (Burflower-tree);Anas poecilorhyncha (Indian Spot-billed Duck);Jatropha integerrima (Peregrina);Phalacrocorax carbo (Great Cormorant);Plumbago auriculata (blue plumbago);Threskiornis melanocephalus (Black-headed Ibis),inaturalist-2026-09
sarjapur-lake,3,2,2,2,2024-10-02,Grewia hirsuta (Nagbala crossberry);Sabdariffa surattensis (Bush Sorrel),inaturalist-2026-09
sarka-kunte,0,0,0,0,,,inaturalist-2026-09
sarkaari-katte,0,0,0,0,,,inaturalist-2026-09
sasalu-lake,0,0,0,0,,,inaturalist-2026-09
sasiveghatta-kunte-1,0,0,0,0,,,inaturalist-2026-09
sasiveghatta-kunte-2,3,3,3,1,2015-12-20,Euthalia nais (Baronet);Junonia lemonias (Lemon Pansy);Pachliopta aristolochiae (Common Rose Swallowtail),inaturalist-2026-09
sathanoor-kunte-5,0,0,0,0,,,inaturalist-2026-09
sathanoor-kunte-7,0,0,0,0,,,inaturalist-2026-09
sathanur-kere,0,0,0,0,,,inaturalist-2026-09
sathanuru-kunte-1,0,0,0,0,,,inaturalist-2026-09
sathanuru-kunte-10,0,0,0,0,,,inaturalist-2026-09
sathanuru-kunte-2,0,0,0,0,,,inaturalist-2026-09
sathanuru-kunte-3,0,0,0,0,,,inaturalist-2026-09
sathanuru-kunte-8,1,0,0,1,2019-11-17,,inaturalist-2026-09
sathanuru-kunte-9,0,0,0,0,,,inaturalist-2026-09
sattigenahalli-lake-1,0,0,0,0,,,inaturalist-2026-09
sattigenahalli-lake-2,0,0,0,0,,,inaturalist-2026-09
seegehalli-kere,0,0,0,0,,,inaturalist-2026-09
seegehalli-kunte,0,0,0,0,,,inaturalist-2026-09
seegihalli-katte-1,0,0,0,0,,,inaturalist-2026-09
seegihalli-katte-2,0,0,0,0,,,inaturalist-2026-09
seegihalli-kunte1,0,0,0,0,,,inaturalist-2026-09
seegihalli-kunte2,0,0,0,0,,,inaturalist-2026-09
settyhalli-kunte1,0,0,0,0,,,inaturalist-2026-09
settyhalli-kunte2,0,0,0,0,,,inaturalist-2026-09
shantegaudanapalya-lake,0,0,0,0,,,inaturalist-2026-09
shanthi-nagar-kunte,0,0,0,0,,,inaturalist-2026-09
shantinagar-kere,0,0,0,0,,,inaturalist-2026-09
shantinagar-kere-2,0,0,0,0,,,inaturalist-2026-09
shanuboganahalli-lake,1,0,0,1,2025-04-25,,inaturalist-2026-09
shastripalya-kere,0,0,0,0,,,inaturalist-2026-09
shegehalli-kere,4,3,4,1,2023-02-19,Anas poecilorhyncha (Indian Spot-billed Duck);Fulica atra (Eurasian Coot);Lagerstroemia speciosa (Giant Crepe-myrtle);Phalacrocorax carbo (Great Cormorant),inaturalist-2026-09
sheshayyanakere,150,46,49,24,2026-08-29,Camponotus compressus (Indian Black Ant);Apis cerana (Asian Honey Bee);Oecophylla smaragdina (Asian Weaver Ant);Oxalis corniculata (Creeping Woodsorrel);Acacia auriculiformis (Earpod Wattle);Camponotus sericeus (Silky Sugar ant);Egretta garzetta (Little Egret);Gryllotalpa orientalis (Oriental Mole Cricket);Orthetrum sabina (Slender Skimmer);Polionemobius taprobanensis,inaturalist-2026-09
shiresandra-kere,0,0,0,0,,,inaturalist-2026-09
shivakote-katte,0,0,0,0,,,inaturalist-2026-09
shivakote-kunte-1,0,0,0,0,,,inaturalist-2026-09
shivakote-kunte-2,0,0,0,0,,,inaturalist-2026-09
shivakote-kunte-3,0,0,0,0,,,inaturalist-2026-09
shivakote-kunte-4,0,0,0,0,,,inaturalist-2026-09
shivanahalli-lake,4,2,3,4,2024-07-14,Cnemaspis mysoriensis (Mysore Round-eyed Gecko);Neolamarckia cadamba (Burflower-tree);Pentas lanceolata (Egyptian Star-cluster),inaturalist-2026-09
shivanapura-kere,0,0,0,0,,,inaturalist-2026-09
shravanur-lake,0,0,0,0,,,inaturalist-2026-09
shravanur-lake-2,0,0,0,0,,,inaturalist-2026-09
shyanapanahalli-kere,0,0,0,0,,,inaturalist-2026-09
shyanapanahalli-kere-2,0,0,0,0,,,inaturalist-2026-09
shyanapanahalli-kere-u,0,0,0,0,,,inaturalist-2026-09
siddanhalli-lake-1,0,0,0,0,,,inaturalist-2026-09
siddapur-kere,2,1,1,2,2025-04-28,Acridotheres tristis (Common Myna),inaturalist-2026-09
siddapura-kere,2163,1621,377,4,2026-06-13,Dicrurus macrocercus (Black Drongo);Sturnia malabarica (Chestnut-tailed Starling);Motacilla maderaspatensis (White-browed Wagtail);Cecropis daurica (Eastern Red-rumped Swallow);Artamus fuscus (Ashy Woodswallow);Dicrurus leucophaeus (Ashy Drongo);Ptyonoprogne concolor (Dusky Crag-Martin);Tachybaptus ruficollis (Little Grebe);Himantopus himantopus (Black-winged Stilt);Lonchura punctulata (Scaly-breasted Munia),inaturalist-2026-09
siddapura-kunte1,0,0,0,0,,,inaturalist-2026-09
siddapura-kunte2,0,0,0,0,,,inaturalist-2026-09
siddapura-kunte3,0,0,0,0,,,inaturalist-2026-09
siddapura-kunte4,0,0,0,0,,,inaturalist-2026-09
siddapura-kunte5,6,2,3,2,2021-04-28,Cocos nucifera (coconut palm);Megacopta cribraria (Kudzu Bug);Tectona grandis (Teak),inaturalist-2026-09
siddapura-kunte6,10,4,3,1,2019-08-04,Cocos nucifera (coconut palm);Tectona grandis (Teak);Ficus religiosa (Sacred fig),inaturalist-2026-09
siddapura-kunte7,0,0,0,0,,,inaturalist-2026-09
siddayyanpalya-lake,0,0,0,0,,,inaturalist-2026-09
siddenayakanahalli-kere-l,1,0,1,1,2021-08-28,Mimosa pudica (Sensitive Plant),inaturalist-2026-09
siddenayakanahalli-kere-u,409,155,190,1,2026-03-24,Ipomoea carnea (Bush Morning Glory);Mesosphaerum suaveolens (Wide Spikenard);Croton bonplandianus (Bonpland's croton);Mycteria leucocephala (Painted Stork);Leptotes plinius (Zebra Blue);Phyllanthus reticulatus (Potato-smell);Pluchea indica (Indian marsh fleabane);Blumea axillaris;Grangea maderaspatana (Madras carpet);Platalea leucorodia (Eurasian Spoonbill),inaturalist-2026-09
siddenhalli-lake,0,0,0,0,,,inaturalist-2026-09
siddi-hosakote-west,0,0,0,0,,,inaturalist-2026-09
sidedahalli-kunte,0,0,0,0,,,inaturalist-2026-09
sidi-hoskote-lake-east,0,0,0,0,,,inaturalist-2026-09
sigepalya-lake,0,0,0,0,,,inaturalist-2026-09
sigepalya-lake-2,0,0,0,0,,,inaturalist-2026-09
sikayanahalli-kere,0,0,0,0,,,inaturalist-2026-09
singahalli-lake,0,0,0,0,,,inaturalist-2026-09
singanayakanahalli-katte-2,0,0,0,0,,,inaturalist-2026-09
singanayakanahalli-kunte-1,0,0,0,0,,,inaturalist-2026-09
singanayakayahalli-katte-1,0,0,0,0,,,inaturalist-2026-09
singanayakayahalli-kere,0,0,0,0,,,inaturalist-2026-09
singapura-kunte,0,0,0,0,,,inaturalist-2026-09
singapura-lake,6,4,4,1,2021-11-15,Crotalaria pallida (Streaked Rattlepod);Fowlea piscator (Chequered Keelback);Indigofera linnaei (Birdsville Indigo);Tribulus terrestris (puncture vine),inaturalist-2026-09
singasadanapalli-kere-e,0,0,0,0,,,inaturalist-2026-09
singasadanapalli-kere-s,0,0,0,0,,,inaturalist-2026-09
singasandra,9,8,7,3,2024-07-28,Halcyon smyrnensis (White-throated Kingfisher);Ardea cinerea (Grey Heron);Ardea purpurea (Purple Heron);Bradinopyga geminata (Granite Ghost);Fowlea piscator (Chequered Keelback);Microcarbo niger (Little Cormorant);Motacilla maderaspatensis (White-browed Wagtail),inaturalist-2026-09
singasandra-kunte-1,0,0,0,0,,,inaturalist-2026-09
singasandra-kunte2,0,0,0,0,,,inaturalist-2026-09
singasandra-kunte3,0,0,0,0,,,inaturalist-2026-09
singasandra-kunte4,0,0,0,0,,,inaturalist-2026-09
singasandra-kunte5,0,0,0,0,,,inaturalist-2026-09
singasandra-lake,0,0,0,0,,,inaturalist-2026-09
singena-agrahara-govt-sanna-kere,220,181,117,5,2026-07-05,Haliastur indus (Brahminy Kite);Cinnyris asiaticus (Purple Sunbird);Dicrurus leucophaeus (Ashy Drongo);Alcedo atthis (Common Kingfisher);Anas poecilorhyncha (Indian Spot-billed Duck);Merops orientalis (Asian Green Bee-eater);Ardeola grayii (Indian Pond-Heron);Gallinula chloropus (Eurasian Moorhen);Psittacula krameri (Rose-ringed Parakeet);Terpsiphone paradisi (Indian Paradise-Flycatcher),inaturalist-2026-09
singena-agrahara-kunte-1,0,0,0,0,,,inaturalist-2026-09
singena-agrahara-kunte-2,0,0,0,0,,,inaturalist-2026-09
singena-agrahara-kunte-3,0,0,0,0,,,inaturalist-2026-09
singena-agrahara-kunte-4,0,0,0,0,,,inaturalist-2026-09
singena-agrahara-kunte-5,0,0,0,0,,,inaturalist-2026-09
singrayanapalya-lake,0,0,0,0,,,inaturalist-2026-09
sinivagilu-govt-lake,221,100,104,17,2026-09-08,Ariadne merione (Common Castor Butterfly);Luthrodes pandava (Plains Cupid);Papilio polytes (Common Mormon Swallowtail);Elymnias caudata (Tailed Palmfly);Eurema hecabe (Common Grass Yellow);Jamides celeno (Common Cerulean);Chiasmia emersaria;Leptocorisa acuta (Paddy Bug);Leptotes plinius (Zebra Blue);Neptis hylas (Common Sailer),inaturalist-2026-09
sirigonahalli-lake,0,0,0,0,,,inaturalist-2026-09
sitanayakanahalli-lake,0,0,0,0,,,inaturalist-2026-09
sokkarasanapalli-kere-e,0,0,0,0,,,inaturalist-2026-09
soladevanahalli-kunte,0,0,0,0,,,inaturalist-2026-09
soldevanahalli-kere,0,0,0,0,,,inaturalist-2026-09
soldevanahalli-kere-2,0,0,0,0,,,inaturalist-2026-09
soldevanahalli-lower,0,0,0,0,,,inaturalist-2026-09
soldevanahalli-scrub,0,0,0,0,,,inaturalist-2026-09
solekere,9,7,6,5,2023-10-02,Phalanta phalantha (Common Leopard);Ardeola grayii (Indian Pond-Heron);Leonotis nepetifolia (lion's ear);Oecophylla smaragdina (Asian Weaver Ant);Parapoynx fluctuosalis (Waved China-mark);Phrynoderma hexadactylum (Indian Five-fingered Frog),inaturalist-2026-09
solikunte-kere,0,0,0,0,,,inaturalist-2026-09
sollepura-kere,10,6,7,8,2026-08-26,Aloa lactinea (Red Costate Tiger Moth);Brachythemis contaminata (Ditch Jewel);Calotropis gigantea (crown flower);Cyrtacanthacris tatarica (Brown‐spotted Locust);Ictinogomphus rapax (Indian Common Clubtail);Motacilla maderaspatensis (White-browed Wagtail);Porphyrio poliocephalus (Gray-headed Swamphen),inaturalist-2026-09
solluru-kere,0,0,0,0,,,inaturalist-2026-09
solur-kere,0,0,0,0,,,inaturalist-2026-09
somanahalli-lake,20,19,15,5,2026-02-21,Himantopus himantopus (Black-winged Stilt);Ardeola grayii (Indian Pond-Heron);Vanellus indicus (Red-wattled Lapwing);Alcedo atthis (Common Kingfisher);Amegilla violacea;Ardea alba (Great Egret);Ardea purpurea (Purple Heron);Clamator jacobinus (Pied Cuckoo);Egretta garzetta (Little Egret);Hirundo smithii (Wire-tailed Swallow),inaturalist-2026-09
somanathapura-lake,0,0,0,0,,,inaturalist-2026-09
somapura-kere,1,1,1,1,2021-07-29,Psittacula krameri (Rose-ringed Parakeet),inaturalist-2026-09
somasagara-lake,0,0,0,0,,,inaturalist-2026-09
somasagara-lake-2,0,0,0,0,,,inaturalist-2026-09
somashettihalli-kunte,0,0,0,0,,,inaturalist-2026-09
somasundrapalya-lake,5,3,4,2,2022-10-11,Ardea cinerea (Grey Heron);Gallinula chloropus (Eurasian Moorhen);Gossypium barbadense (Sea Island Cotton);Ricinus communis (castor bean),inaturalist-2026-09
sompura-govt-lake,295,200,138,14,2026-06-28,Cinnyris asiaticus (Purple Sunbird);Saxicola caprata (Pied Bushchat);Tringa ochropus (Green Sandpiper);Copsychus fulicatus (Indian Robin);Pericrocotus cinnamomeus (Small Minivet);Prosotas dubiosa (Tailless Lineblue);Vanellus indicus (Red-wattled Lapwing);Anas poecilorhyncha (Indian Spot-billed Duck);Centropus sinensis (Greater Coucal);Psittacula krameri (Rose-ringed Parakeet),inaturalist-2026-09
sompura-kere-w,82,38,64,7,2026-04-01,Dendrocygna javanica (Lesser Whistling-Duck);Gallinula chloropus (Eurasian Moorhen);Amaurornis phoenicurus (White-breasted Waterhen);Anas poecilorhyncha (Indian Spot-billed Duck);Hemidesmus indicus (Indian Sarsaparilla);Ipomoea triloba (Littlebell);Jasminum multipartitum (Wild Jasmine);Passiflora vesicaria (Orangefruit Passionflower);Acridotheres fuscus (Jungle Myna);Andrographis serpyllifolia,inaturalist-2026-09
sompura-kunte-1,1,1,1,1,2023-07-30,Solanum torvum (Turkey Berry),inaturalist-2026-09
sompura-kunte-2,0,0,0,0,,,inaturalist-2026-09
sondilvadi-kere,0,0,0,0,,,inaturalist-2026-09
sonehalli-kere,0,0,0,0,,,inaturalist-2026-09
sonnahallipura-lake,0,0,0,0,,,inaturalist-2026-09
sonnanaikanahalli-lake,0,0,0,0,,,inaturalist-2026-09
sonnathimmanahalli-kunte,0,0,0,0,,,inaturalist-2026-09
sonnayakanapura-lake,0,0,0,0,,,inaturalist-2026-09
sonnenahalli-kere,0,0,0,0,,,inaturalist-2026-09
sonnenahalli-kere-2,2,1,2,1,2023-06-27,Eristalinus arvorum;Zinnia peruviana (Peruvian zinnia),inaturalist-2026-09
sonnenahalli-kere-3,46,24,23,13,2025-07-07,Psilopogon viridis (White-cheeked Barbet);Ganoderma applanatum (artist's bracket);Prinia socialis (Ashy Prinia);Pycnonotus jocosus (Red-whiskered Bulbul);Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Azadirachta indica (Neem);Camponotus compressus (Indian Black Ant);Columba livia (Rock Pigeon);Corvus macrorhynchos (Large-billed Crow),inaturalist-2026-09
sonnenahalli-kunte1,0,0,0,0,,,inaturalist-2026-09
sonnenahalli-kunte2,0,0,0,0,,,inaturalist-2026-09
sonnenahalli-kunte3,0,0,0,0,,,inaturalist-2026-09
sonnenahalli-lake,0,0,0,0,,,inaturalist-2026-09
sonnenahalli-lake-2,5,3,3,4,2026-08-16,Cinnyris asiaticus (Purple Sunbird);Orthotomus sutorius (Common Tailorbird);Pernis ptilorhynchus (Oriental Honey-buzzard),inaturalist-2026-09
sorahunase-kunte1,0,0,0,0,,,inaturalist-2026-09
sorahunase-kunte2,0,0,0,0,,,inaturalist-2026-09
sorahunase-kunte3,0,0,0,0,,,inaturalist-2026-09
sorahunase-kunte4,0,0,0,0,,,inaturalist-2026-09
southegaudanahalli-lake,0,0,0,0,,,inaturalist-2026-09
sowl-kere,3577,2254,507,124,2026-09-06,Metopidius indicus (Bronze-winged Jacana);Plegadis falcinellus (Glossy Ibis);Prinia socialis (Ashy Prinia);Porphyrio poliocephalus (Gray-headed Swamphen);Ardea cinerea (Grey Heron);Acrocephalus dumetorum (Blyth's Reed Warbler);Mycteria leucocephala (Painted Stork);Egretta garzetta (Little Egret);Himantopus himantopus (Black-winged Stilt);Dicrurus macrocercus (Black Drongo),inaturalist-2026-09
srigandha-kavalu-kunte1,0,0,0,0,,,inaturalist-2026-09
srigandha-kavalu-kunte2,0,0,0,0,,,inaturalist-2026-09
srigandha-kavalu-kunte3,0,0,0,0,,,inaturalist-2026-09
srigandha-kavalu-kunte4,0,0,0,0,,,inaturalist-2026-09
srigandha-kavalu-kunte5,2,1,1,1,2026-08-02,Herennia multipuncta (Ornamental Tree Trunk Spider),inaturalist-2026-09
srigandha-kavalu-kunte6,0,0,0,0,,,inaturalist-2026-09
srigandha-kavalu-kunte7,0,0,0,0,,,inaturalist-2026-09
srigandha-kavalu-kunte8,0,0,0,0,,,inaturalist-2026-09
srigandhakavalu-karabu-katte,8,3,6,3,2026-08-02,Ceratina smaragdula (Emerald Small Carpenter);Colotis aurora (Plain Orange-tip);Egretta garzetta (Little Egret);Herennia multipuncta (Ornamental Tree Trunk Spider);Macroptilium atropurpureum (Purple Bush-Bean);Milvus migrans (Black Kite),inaturalist-2026-09
srinivasapura-kere,0,0,0,0,,,inaturalist-2026-09
srinivasapura-kere-2,0,0,0,0,,,inaturalist-2026-09
srinivasapura-kunte1,0,0,0,0,,,inaturalist-2026-09
srinivasapura-kunte2,0,0,0,0,,,inaturalist-2026-09
srinivasapura-kunte3,0,0,0,0,,,inaturalist-2026-09
srinivasapura-kunte4,0,0,0,0,,,inaturalist-2026-09
srinivasapura-lake,0,0,0,0,,,inaturalist-2026-09
srinivasapura-lake-2,0,0,0,0,,,inaturalist-2026-09
sriramanahalli-lake,2,2,2,1,2021-01-09,Orthetrum sabina (Slender Skimmer);Thunbergia fragrans (Sweet clockvine),inaturalist-2026-09
sriramanahalli-lake-2,0,0,0,0,,,inaturalist-2026-09
subarayanakere,1,0,0,1,2026-08-09,,inaturalist-2026-09
subbedarana-kere,0,0,0,0,,,inaturalist-2026-09
subbedarana-kere-2,1,0,0,1,2017-03-09,,inaturalist-2026-09
subramanyanagar-lake,0,0,0,0,,,inaturalist-2026-09
subramhanyapura-kere,38,24,23,3,2024-09-16,Ariadne merione (Common Castor Butterfly);Lampides boeticus (Pea Blue);Onychargia atrocyana (Marsh Dancer);Trachemys scripta (Pond Slider);Acraea terpsicore (Tawny Coster);Aiolopus thalassinus (Slender Green-winged Grasshopper);Ardea coromanda (Eastern Cattle-Egret);Ariadne ariadne (Angled Castor);Clinteria klugi;Diabolocatantops innotabilis,inaturalist-2026-09
suggata-kere,0,0,0,0,,,inaturalist-2026-09
suggatta-lake,0,0,0,0,,,inaturalist-2026-09
suggatta-lake-2,0,0,0,0,,,inaturalist-2026-09
sukaligarahath-lake,0,0,0,0,,,inaturalist-2026-09
sulakunte-kunte1,0,0,0,0,,,inaturalist-2026-09
sulakunte-kunte2,0,0,0,0,,,inaturalist-2026-09
sulakunte-kunte3,0,0,0,0,,,inaturalist-2026-09
sulakunte-kunte4,0,0,0,0,,,inaturalist-2026-09
sulakunte-kunte5,0,0,0,0,,,inaturalist-2026-09
sulakunte-kunte6,0,0,0,0,,,inaturalist-2026-09
sulakunte-kunte7,0,0,0,0,,,inaturalist-2026-09
sulibelekere,0,0,0,0,,,inaturalist-2026-09
sulikere-kunte-2,0,0,0,0,,,inaturalist-2026-09
sulikere-lake,0,0,0,0,,,inaturalist-2026-09
sulukunte-kere,0,0,0,0,,,inaturalist-2026-09
suluvara-kere,0,0,0,0,,,inaturalist-2026-09
sunkanahalli-kunte-1,7,2,2,5,2026-06-01,Pteropus medius (Indian Flying Fox);Ficus elastica (rubber plant),inaturalist-2026-09
sunkanahalli-kunte-2,0,0,0,0,,,inaturalist-2026-09
sunnakall-kere,114,62,63,50,2026-08-24,Talicada nyseus (Red Pierrot);Pteris vittata (Ladder brake);Adiantum capillus-veneris (black maidenhair fern);Graphium agamemnon (Tailed Jay);Euthalia lubentina (Gaudy Baron);Junonia iphita (Chocolate Pansy);Luthrodes pandava (Plains Cupid);Megacopta cribraria (Kudzu Bug);Milvus migrans (Black Kite);Oxalis corniculata (Creeping Woodsorrel),inaturalist-2026-09
suradhenupur-lake,0,0,0,0,,,inaturalist-2026-09
suradhenupur-lake-2,1,1,1,1,2026-06-10,Dalbergia sissoo (Indian Rosewood),inaturalist-2026-09
suragajakkanahalli-west-lake,0,0,0,0,,,inaturalist-2026-09
suragajakkaratahalli-lake,1,0,0,1,2021-06-19,,inaturalist-2026-09
swarna-kunte-gudde-lake,0,0,0,0,,,inaturalist-2026-09
tadipalya-lake,0,0,0,0,,,inaturalist-2026-09
tadsighatta-kere,0,0,0,0,,,inaturalist-2026-09
tagachikuppe-kere,0,0,0,0,,,inaturalist-2026-09
taggali-hosahalli-kere,0,0,0,0,,,inaturalist-2026-09
talagavara-kere,0,0,0,0,,,inaturalist-2026-09
talakuppe-lake,0,0,0,0,,,inaturalist-2026-09
tambenahalli-lake,0,0,0,0,,,inaturalist-2026-09
tammaganhalli-lake,0,0,0,0,,,inaturalist-2026-09
tammrayasandra-kere,0,0,0,0,,,inaturalist-2026-09
tankasalahosahalli-kere,0,0,0,0,,,inaturalist-2026-09
tanniranhalli-lake,0,0,0,0,,,inaturalist-2026-09
tapasihalli-kere,0,0,0,0,,,inaturalist-2026-09
tapasipura-kere,0,0,0,0,,,inaturalist-2026-09
tapasipura-kere-2,0,0,0,0,,,inaturalist-2026-09
tarabahalli-lake,0,0,0,0,,,inaturalist-2026-09
